Name,Date,Payment
Xylona Price,06.12.2012,121
Xylona Price,06.12.2012,1083
Vivek Grady,06.05.2012,4745
Vivek Grady,06.05.2012,41
Vivek Grady,06.05.2012,607
Vivek Grady,06.05.2012,34
Sally Hughsby,05.06.2009,4998
Steve Nguyen,10.06.2010,323
Steve Nguyen,10.06.2010,65
Steve Nguyen,10.06.2010,164
John Lucas,29.06.2010,91
John Lucas,29.06.2010,6171
Stuart Calhoun,24.05.2009,320
Stuart Calhoun,24.05.2009,263
Stuart Calhoun,24.05.2009,7209
Kean Nguyen,29.04.2010,102
Katherine Nockton,06.06.2012,108
Ben Ferrer,29.04.2012,2368
Janet Molinari,07.05.2011,34
Sally Hughsby,30.10.2010,79
Sally Hughsby,30.10.2010,3928
Matt Connell,15.10.2012,195
Jim Kriz,24.04.2012,4725
Jim Kriz,24.04.2012,287
Arthur Prichep,30.07.2012,7406
Arthur Prichep,30.07.2012,350
Harold Ryan,21.03.2009,18082
Cathy Prescott,21.10.2009,21337
Jim Kriz,06.03.2010,16
Liz Willingham,05.08.2012,802
Stephanie Ulpright,30.09.2012,3333
Stephanie Ulpright,30.09.2012,56
Robert Marley,08.02.2012,56
Lindsay Shagiari,24.09.2010,95
John Lucas,05.09.2011,13
Odella Nelson,04.03.2011,198
Arthur Prichep,02.09.2010,856
Arthur Prichep,02.09.2010,7
Guy Phonely,22.01.2009,1161
Denny Blanton,13.03.2009,201
Denny Blanton,13.03.2009,2493
Steve Nguyen,01.08.2010,91
Sean O'Donnell,06.08.2012,157
Sally Hughsby,03.12.2011,617
Jas O'Carroll,18.11.2011,157
Jas O'Carroll,18.11.2011,195
Jas O'Carroll,18.11.2011,2739
Jas O'Carroll,18.11.2011,217
Sally Hughsby,09.02.2012,3050
Sally Hughsby,09.02.2012,1275
Sally Hughsby,03.06.2010,2658
Odella Nelson,04.12.2009,244
Matt Connell,07.09.2010,607
Matt Connell,07.09.2010,302
Guy Phonely,11.07.2012,25
Alejandro Grove,01.09.2012,311
Lindsay Shagiari,16.07.2012,1752
Denny Blanton,24.03.2011,77
Denny Blanton,24.03.2011,174
Harold Ryan,25.11.2009,725
Kean Nguyen,25.07.2012,1166
Xylona Price,16.01.2009,63
Xylona Price,16.01.2009,2836
Sean O'Donnell,29.11.2010,701
Arthur Prichep,25.07.2010,1819
Arthur Prichep,25.07.2010,4322
Arthur Prichep,21.01.2009,1251
Sally Hughsby,18.08.2012,169
Laura Armstrong,31.07.2011,594
Laura Armstrong,31.07.2011,39
Jim Kriz,20.07.2010,1196
Jim Kriz,20.07.2010,99
Lena Radford,23.07.2010,29
Lena Radford,23.07.2010,76
Lena Radford,23.07.2010,260
Ryan Akin,31.03.2011,84
Robert Marley,24.10.2010,44
Robert Marley,24.10.2010,60
Xylona Price,22.05.2012,1362
Vivek Grady,02.12.2011,267
Vivek Grady,02.12.2011,450
John Lucas,19.06.2012,513
Vivek Grady,04.10.2010,2273
Scott Cohen,01.04.2010,8334
Karen Daniels,30.08.2010,1516
Karen Daniels,30.08.2010,612
Karen Daniels,30.08.2010,1092
John Lucas,24.08.2010,562
John Lucas,24.08.2010,366
Liz Willingham,25.03.2010,1836
Liz Willingham,25.03.2010,133
Liz Willingham,25.03.2010,1655
Cathy Prescott,13.06.2010,1728
Steve Nguyen,23.10.2012,3931
Steve Nguyen,23.10.2012,135
Lindsay Shagiari,13.09.2012,395
Sean O'Donnell,30.11.2009,276
Sean O'Donnell,30.11.2009,132
Robert Marley,27.01.2012,208
Katherine Nockton,01.03.2010,878
Katherine Nockton,01.03.2010,190
Sam Zeldin,25.06.2009,1032
Harold Ryan,11.07.2012,184
Xylona Price,03.11.2009,34
Xylona Price,03.11.2009,1009
Xylona Price,03.11.2009,3508
Lena Radford,18.02.2012,795
Jas O'Carroll,03.08.2010,124
Alejandro Grove,29.10.2010,9082
Alejandro Grove,29.10.2010,806
Alejandro Grove,29.10.2010,70
Mick Hernandez,20.04.2010,481
Ben Ferrer,12.12.2010,53
Todd Sumrall,10.06.2011,1225
Todd Sumrall,10.06.2011,1200
Todd Sumrall,10.06.2011,484
Sean O'Donnell,03.04.2011,169
Laura Armstrong,15.07.2010,208
Jane Waco,17.08.2011,136
Jane Waco,17.08.2011,111
Jane Waco,17.08.2011,105
Guy Phonely,28.04.2009,79
Pamela Coakley,17.07.2012,128
Vivek Grady,02.11.2009,905
Vivek Grady,02.11.2009,99
Ben Ferrer,17.09.2009,97
Ben Ferrer,17.09.2009,254
Chris Selesnick,29.11.2009,307
Matt Connell,23.06.2009,37
Matt Connell,23.06.2009,2156
Matt Connell,23.06.2009,175
Jim Kriz,03.05.2009,1401
Jim Kriz,03.05.2009,2260
Stephanie Ulpright,02.05.2009,172
Stephanie Ulpright,02.05.2009,2034
Alejandro Grove,02.02.2009,364
Chris Selesnick,24.02.2011,7779
Sandra Flanagan,04.02.2012,1001
Sally Hughsby,30.06.2009,891
Jim Kriz,18.07.2011,2192
Scott Cohen,03.09.2012,3361
Guy Phonely,31.03.2012,2732
Odella Nelson,21.04.2009,382
Odella Nelson,21.04.2009,882
Odella Nelson,21.04.2009,23
Odella Nelson,21.04.2009,7384
Ben Ferrer,06.12.2009,19
Steve Nguyen,07.05.2009,1455
Harold Ryan,29.10.2012,5455
Harold Ryan,29.10.2012,1264
Matt Connell,20.04.2009,3641
Matt Connell,20.04.2009,226
Liz Willingham,24.09.2010,18561
Kean Nguyen,21.07.2010,617
Katherine Nockton,06.06.2011,906
Alejandro Grove,30.09.2009,23106
Alejandro Grove,30.09.2009,2550
Katherine Nockton,05.10.2009,5105
Kean Nguyen,18.12.2011,76
Harold Ryan,30.06.2009,1431
Sam Zeldin,12.06.2009,80
Jas O'Carroll,01.10.2010,138
Robert Marley,01.06.2009,24
Robert Marley,01.06.2009,344
Stephanie Ulpright,10.11.2010,1004
Harold Ryan,10.09.2009,3119
Mick Hernandez,10.06.2012,153
Tony Chapman,03.02.2011,130
Robert Marley,07.02.2010,282
Robert Marley,07.02.2010,4064
Jay Kimmel,23.04.2012,6559
Jay Kimmel,23.04.2012,263
Laura Armstrong,12.03.2009,131
Bill Overfelt,23.11.2009,2374
Bill Overfelt,23.11.2009,729
Herbert Flentye,07.07.2010,1823
Ryan Akin,08.01.2011,826
Ryan Akin,08.01.2011,1777
Ryan Akin,08.01.2011,1219
John Lucas,04.03.2012,1875
Vivek Grady,11.01.2011,7536
Vivek Grady,11.01.2011,1618
Vivek Grady,11.01.2011,12
Jane Waco,19.06.2012,631
Xylona Price,05.12.2011,1414
Xylona Price,05.12.2011,57
Xylona Price,05.12.2011,309
Bill Overfelt,23.07.2011,650
Steve Nguyen,16.11.2012,3191
Steve Nguyen,10.12.2009,48
John Lucas,21.07.2009,521
John Lucas,21.07.2009,359
Laura Armstrong,22.08.2012,375
Harold Ryan,21.01.2009,98
Harold Ryan,21.01.2009,336
Lena Radford,08.03.2011,341
Lena Radford,08.03.2011,172
Vivek Grady,20.11.2012,1502
Vivek Grady,20.11.2012,2014
Jas O'Carroll,04.10.2009,309
John Castell,08.04.2011,13672
Bill Overfelt,15.10.2010,537
Bill Overfelt,15.10.2010,1734
Jim Kriz,09.11.2010,1615
Sally Hughsby,21.07.2009,1422
Sean O'Donnell,04.08.2009,5679
Sean O'Donnell,14.09.2012,132
Sean O'Donnell,14.09.2012,626
Sean O'Donnell,14.09.2012,394
Nat Carroll,10.12.2012,233
Nat Carroll,10.12.2012,226
John Lucas,10.03.2012,4769
Stephanie Ulpright,02.09.2009,101
Stephanie Ulpright,02.09.2009,958
Stephanie Ulpright,02.09.2009,15
Stephanie Ulpright,02.09.2009,11262
Bill Overfelt,19.03.2011,133
Alejandro Grove,14.04.2012,69
Alejandro Grove,14.04.2012,10351
John Lucas,13.04.2012,1825
Jim Kriz,07.07.2011,50
Jim Kriz,07.07.2011,197
Cathy Prescott,25.04.2011,25
Vivek Grady,28.09.2011,597
Todd Sumrall,24.12.2011,318
Sarah Foster,08.11.2011,137
Sarah Foster,08.11.2011,225
Sarah Foster,08.11.2011,1112
Sarah Foster,08.11.2011,1866
Tony Chapman,11.05.2011,1893
Tony Chapman,11.05.2011,2628
Alejandro Grove,10.04.2010,11003
Steve Nguyen,11.06.2009,481
Steve Nguyen,11.06.2009,94
Steve Nguyen,11.06.2009,86
Steve Nguyen,11.06.2009,8127
Laura Armstrong,10.06.2011,237
Laura Armstrong,10.06.2011,6256
Laura Armstrong,10.06.2011,617
Laura Armstrong,13.10.2009,3123
Sandra Flanagan,30.01.2012,265
Sandra Flanagan,30.01.2012,3357
Arthur Prichep,15.08.2012,665
Ryan Akin,02.03.2009,421
Nat Carroll,24.12.2010,2835
Nat Carroll,24.12.2010,954
Stephanie Ulpright,05.12.2010,175
Stephanie Ulpright,05.12.2010,8790
Katherine Nockton,03.12.2010,38
Jane Waco,06.10.2010,2533
Sally Hughsby,20.02.2009,160
Sally Hughsby,20.02.2009,180
Sally Hughsby,20.02.2009,350
Lena Radford,20.01.2010,46
John Castell,17.07.2009,178
John Lucas,02.12.2012,17561
John Lucas,02.12.2012,19846
Katherine Nockton,10.03.2012,4073
John Lucas,12.04.2012,1614
Karen Daniels,14.08.2011,73
Karen Daniels,14.08.2011,950
Karen Daniels,14.08.2011,8123
Scott Cohen,21.04.2009,47
Steve Nguyen,14.12.2010,965
Sarah Foster,15.10.2009,158
Vivek Grady,31.10.2011,15
Stuart Calhoun,17.06.2009,156
Stuart Calhoun,17.06.2009,536
Matt Connell,23.05.2011,1361
John Castell,20.11.2009,91
John Castell,20.11.2009,6236
John Lucas,22.08.2009,1256
John Castell,21.07.2010,2240
Vivek Grady,12.02.2009,127
Vivek Grady,12.02.2009,92
Arthur Prichep,07.05.2012,273
Sally Hughsby,18.11.2011,615
Greg Hansen,24.03.2012,12470
Karen Daniels,15.11.2011,719
Greg Hansen,17.09.2010,397
Alejandro Grove,19.04.2009,18093
Lindsay Shagiari,20.05.2010,285
Darrin Martin,26.12.2011,234
Ken Brennan,12.07.2012,70
Ken Brennan,12.07.2012,41
Ken Brennan,12.07.2012,1151
Max Jones,04.09.2010,584
Lena Creighton,13.05.2010,234
Lena Creighton,13.05.2010,1000
Ken Brennan,01.12.2010,12586
Joe Kamberova,25.03.2009,194
Joe Kamberova,25.03.2009,64
Barry Franz,06.09.2012,3491
Barry Franz,06.09.2012,14384
Odella Nelson,17.06.2010,67
Odella Nelson,17.06.2010,447
Max Jones,04.10.2012,372
Filia McAdams,21.04.2012,5556
Filia McAdams,21.04.2012,1022
Filia McAdams,21.04.2012,205
Maureen Fritzler,11.12.2010,16
Lena Creighton,10.11.2011,311
Max Jones,20.08.2011,116
Max Jones,20.08.2011,307
Dennis Bolton,15.05.2009,1802
Dennis Bolton,15.05.2009,1832
Maureen Fritzler,04.02.2012,259
Art Foster,26.05.2010,1379
Art Foster,26.05.2010,168
Erica Hackney,20.04.2010,1871
Erica Hackney,20.04.2010,730
Don Weiss,01.03.2012,104
Jessica Myrick,28.06.2011,628
Darrin Martin,27.07.2009,493
Darrin Martin,27.07.2009,192
Bruce Degenhardt,11.05.2010,2366
Bruce Degenhardt,11.05.2010,676
Bruce Degenhardt,11.05.2010,293
Jenna Caffey,06.04.2009,571
Kalyca Meade,30.08.2011,277
Dennis Bolton,20.10.2011,112
Jenna Caffey,27.07.2012,1174
Max Jones,13.04.2011,211
Lena Creighton,30.05.2010,317
Art Foster,23.05.2012,116
Ken Brennan,13.07.2011,124
Jenna Caffey,31.05.2011,381
Troy Blackwell,31.05.2010,103
Troy Blackwell,31.05.2010,1599
Troy Blackwell,31.05.2010,968
Jessica Myrick,14.10.2010,184
Harry Marie,14.11.2010,575
Erica Hackney,15.01.2010,3753
Erica Hackney,15.01.2010,1131
Lena Creighton,09.04.2012,341
Lena Creighton,09.04.2012,381
Troy Blackwell,06.02.2010,223
Troy Blackwell,06.02.2010,1178
Troy Blackwell,06.02.2010,122
Troy Blackwell,18.01.2011,5405
Patricia Hirasaki,21.07.2012,1002
Dennis Bolton,15.05.2011,74
Ken Brennan,26.01.2009,4322
Ken Brennan,26.01.2009,67
Harry Marie,14.08.2011,3218
Clytie Kelty,04.09.2011,221
Mark Cousins,13.04.2012,369
Art Foster,31.01.2009,451
Art Foster,31.01.2009,139
Odella Nelson,26.07.2010,1291
Odella Nelson,26.07.2010,108
Clytie Kelty,12.01.2010,857
Clytie Kelty,12.01.2010,9
Jim Sink,30.11.2011,156
Steven Roelle,18.07.2011,4650
Steven Roelle,18.07.2011,498
Harry Marie,04.05.2011,104
Clytie Kelty,17.11.2009,75
Clytie Kelty,17.11.2009,400
Don Weiss,25.04.2012,96
Don Weiss,25.04.2012,70
Don Weiss,25.04.2012,235
Fred Wasserman,10.08.2009,377
Fred Wasserman,10.08.2009,40
Jessica Myrick,13.06.2010,279
Jessica Myrick,13.06.2010,492
Kalyca Meade,18.11.2011,401
Lena Creighton,10.02.2011,119
Lena Creighton,10.02.2011,3814
Beth Thompson,31.07.2010,515
Maureen Fritzler,17.04.2012,2044
Pete Takahito,02.02.2012,122
Lena Creighton,03.05.2012,1304
Rob Haberlin,01.10.2012,56
Beth Thompson,19.03.2009,155
Beth Thompson,19.03.2009,1063
Jenna Caffey,19.05.2012,4183
Rob Haberlin,15.09.2012,513
Fred Wasserman,06.12.2009,169
Fred Wasserman,06.12.2009,153
Don Weiss,10.03.2012,1961
Don Weiss,10.03.2012,5
Lena Creighton,19.02.2010,157
Max Jones,02.12.2010,1118
Max Jones,02.12.2010,3504
Clytie Kelty,28.04.2012,1985
Lena Creighton,01.12.2011,14
Lena Creighton,01.12.2011,531
Lena Creighton,01.12.2011,3525
Lena Creighton,01.12.2011,891
Lena Creighton,01.12.2011,64
Rob Haberlin,30.11.2010,377
Jenna Caffey,04.12.2010,1541
Odella Nelson,04.03.2011,74
Art Foster,07.10.2010,897
Art Foster,07.10.2010,306
Jessica Myrick,01.01.2009,180
Ken Brennan,13.03.2012,241
Ken Brennan,16.06.2010,3073
Joe Kamberova,06.08.2011,5503
Rob Haberlin,03.10.2012,6574
Lena Creighton,15.11.2012,225
Max Jones,25.05.2010,302
Max Jones,25.05.2010,1083
Don Weiss,27.03.2009,1736
Darrin Martin,12.07.2009,478
Darrin Martin,12.07.2009,112
Rob Haberlin,10.01.2009,165
Jim Sink,24.07.2009,3078
Clytie Kelty,14.01.2009,218
Clytie Kelty,14.01.2009,7203
Clytie Kelty,14.01.2009,246
Jim Sink,25.01.2010,15468
Pete Takahito,04.11.2009,906
Michael Dominguez,07.10.2011,81
Hallie Redmond,09.04.2012,605
Katrina Willman,20.08.2011,129
Steven Roelle,20.10.2011,163
Steven Roelle,20.10.2011,44
Steven Roelle,20.10.2011,1136
Steven Roelle,20.10.2011,5154
Rob Haberlin,21.01.2009,4407
Rob Haberlin,21.01.2009,173
Erica Hackney,07.12.2011,782
John Castell,10.08.2012,163
John Castell,10.08.2012,561
Benjamin Patterson,07.05.2009,2251
Maureen Fritzler,22.04.2011,324
Maureen Fritzler,22.04.2011,157
Michael Dominguez,22.06.2009,92
Jessica Myrick,30.07.2010,1005
Jessica Myrick,30.07.2010,329
Jim Sink,01.12.2009,4387
Jim Sink,04.12.2010,260
Mark Cousins,20.11.2009,7227
Mark Cousins,20.11.2009,1836
John Castell,21.07.2009,122
John Castell,21.07.2009,700
Mark Cousins,31.05.2010,92
Kalyca Meade,26.11.2010,476
Lena Creighton,03.09.2011,2297
Lena Creighton,03.09.2011,508
Michael Dominguez,27.10.2010,204
Max Jones,13.10.2009,112
Odella Nelson,07.09.2012,34
Max Jones,12.10.2011,601
Clytie Kelty,03.06.2011,3896
Duane Benoit,19.11.2012,774
Duane Benoit,19.11.2012,302
Max Jones,05.12.2010,76
Mark Cousins,26.05.2012,16700
Max Jones,26.07.2009,21426
Gene McClure,03.07.2010,5304
Denny Joy,02.02.2011,1223
Denny Joy,07.04.2012,2019
Odella Nelson,04.04.2009,1478
John Castell,10.11.2009,3843
Clytie Kelty,04.06.2009,1587
Benjamin Patterson,09.01.2009,108
Michael Dominguez,02.10.2011,71
Michael Dominguez,11.10.2012,180
Duane Benoit,29.10.2012,113
Michael Dominguez,18.03.2011,2131
Amy Cox,15.01.2009,51
Benjamin Patterson,23.10.2012,53
Maureen Fritzler,03.07.2010,400
Maureen Fritzler,03.07.2010,277
Mark Cousins,22.06.2012,1357
Kalyca Meade,16.12.2010,507
Michael Dominguez,07.06.2012,4170
Odella Nelson,30.05.2012,290
Hallie Redmond,29.06.2012,757
Lena Creighton,22.10.2010,8920
Lena Creighton,22.10.2010,189
Lena Creighton,22.10.2010,14359
Clytie Kelty,24.08.2009,345
Odella Nelson,24.10.2012,106
Odella Nelson,24.10.2012,74
Lena Creighton,13.02.2009,5484
Amy Cox,02.09.2009,206
Amy Cox,02.09.2009,65
Duane Benoit,18.05.2012,2609
Amy Cox,16.09.2009,907
Maureen Fritzler,16.06.2010,9396
Benjamin Patterson,26.02.2010,341
Katrina Willman,06.04.2010,1835
Hallie Redmond,30.07.2010,902
Hallie Redmond,30.07.2010,657
Steven Roelle,31.07.2012,257
Steven Roelle,31.07.2012,6139
Duane Benoit,19.05.2010,4257
Ken Brennan,02.03.2012,1384
Amy Cox,15.03.2011,132
Pete Takahito,10.11.2012,1858
Pete Takahito,10.11.2012,2161
Pete Takahito,10.11.2012,44
Kristen Hastings,05.11.2011,3024
Kristen Hastings,18.01.2009,8875
Kristen Hastings,18.01.2009,331
Katrina Willman,09.09.2010,3602
Katrina Willman,09.09.2010,1175
Noel Staavos,05.12.2009,772
Benjamin Venier,17.01.2009,7872
Katherine Murray,01.09.2009,15464
Alan Schoenberger,02.05.2011,4671
Mark Packer,27.02.2011,1942
Eric Barreto,28.12.2009,1286
Karl Brown,06.05.2010,3332
Noel Staavos,16.10.2010,972
Benjamin Venier,13.05.2012,3988
Benjamin Venier,09.04.2012,3401
Karl Brown,23.06.2011,1684
Ben Peterman,15.02.2012,14
Dave Poirier,31.10.2010,65
Aaron Hawkins,24.02.2011,305
Rick Duston,23.05.2010,907
Alex Grayson,09.03.2010,136
Dianna Wilson,26.04.2010,1855
Erica Hernandez,28.04.2009,250
Christy Brittain,06.06.2009,129
David Kendrick,20.07.2010,1775
Noel Staavos,05.12.2009,15823
Paul Lucas,20.10.2010,287
Raymond Fair,01.06.2009,501
Debra Catini,14.09.2009,937
Fred McMath,15.07.2011,164
Astrea Jones,13.02.2011,2573
Fred McMath,13.05.2012,8305
Tracy Poddar,20.12.2011,539
Troy Staebel,02.02.2011,124
Raymond Fair,22.04.2009,3387
Alejandro Savely,13.12.2010,991
Noel Staavos,01.09.2010,372
Troy Staebel,20.08.2012,975
Chris Cortes,19.01.2009,2216
Troy Staebel,22.01.2011,1375
Craig Yedwab,17.08.2010,209
Karl Brown,23.06.2011,173
Alan Shonely,11.04.2011,180
Becky Martin,28.08.2012,9262
Katrina Willman,01.12.2010,243
Tony Molinari,25.05.2010,272
Stefania Perrino,21.05.2011,179
Karl Brown,21.08.2012,419
Amy Cox,22.07.2011,193
Hunter Lopez,02.09.2012,260
Dianna Arnett,14.06.2009,8958
Giulietta Dortch,10.01.2009,1178
Dave Poirier,30.12.2011,363
Michael Kennedy,10.02.2012,106
Eleni McCrary,29.08.2012,2643
Eleni McCrary,28.08.2010,678
George Zrebassa,06.05.2010,3249
Dave Poirier,31.10.2010,122
Deanra Eno,05.08.2009,1034
Sara Luxemburg,25.10.2011,1617
Pierre Wener,04.11.2009,753
Tracy Poddar,31.10.2010,131
Eric Barreto,12.01.2010,225
Pierre Wener,20.09.2012,169
Dan Campbell,27.08.2012,981
Amy Cox,24.09.2010,353
Katherine Murray,02.05.2012,222
Paul Knutson,28.10.2012,303
Jennifer Patt,01.09.2012,20
Michael Kennedy,27.06.2012,621
Raymond Fair,13.04.2009,951
Chuck Sachs,21.08.2011,19
Chris Cortes,03.10.2012,1341
Denise Leinenbach,17.08.2011,197
Amy Cox,02.06.2009,26
Cathy Hwang,01.10.2009,248
Evan Henry,11.12.2012,28
Brian Stugart,11.11.2011,647
Carlos Meador,24.06.2009,393
Erica Hernandez,28.04.2009,5259
Bobby Elias,24.08.2011,6336
Kean Thornton,08.06.2012,3724
Alan Schoenberger,02.02.2009,5719
Daniel Raglin,28.09.2012,675
Brian Stugart,02.04.2011,38
Pierre Wener,13.01.2010,314
Grant Donatelli,12.04.2010,7680
Julie Prescott,17.03.2009,337
Cari MacIntyre,13.11.2011,14960
Grant Donatelli,14.05.2012,1344
Grant Donatelli,14.05.2012,35
Jason Fortune,11.11.2009,8937
Jason Fortune,11.11.2009,109
Jason Fortune,11.11.2009,157
Julie Prescott,09.08.2011,26
Julie Prescott,09.08.2011,580
Jason Fortune,21.05.2010,87
Candace McMahon,26.02.2010,122
Candace McMahon,26.02.2010,1096
Dave Brooks,13.03.2010,1448
Jim Karlsson,25.07.2011,98
Jim Karlsson,25.07.2011,1408
Jim Karlsson,26.10.2012,108
Jim Karlsson,26.10.2012,2151
Cari MacIntyre,13.08.2010,485
Philip Fox,29.11.2009,352
Candace McMahon,14.12.2009,115
Grant Carroll,27.04.2012,3295
Grant Carroll,27.04.2012,44
Jason Fortune,17.04.2011,1542
Jason Fortune,17.04.2011,169
Philip Fox,08.06.2012,739
Philip Fox,08.06.2012,2751
Dave Brooks,04.04.2009,2118
Julie Prescott,21.06.2011,823
Julie Prescott,04.01.2010,2249
Julie Prescott,04.01.2010,4814
Grant Donatelli,12.09.2012,3878
Grant Carroll,04.10.2009,308
Grant Carroll,04.10.2009,1130
Grant Carroll,29.11.2011,76
Philip Fox,12.12.2012,533
Philip Fox,12.12.2012,62
Dave Brooks,31.01.2009,50
Dave Brooks,31.01.2009,9142
Candace McMahon,04.07.2010,439
Frank Hawley,08.04.2011,648
Grant Carroll,04.07.2011,316
Grant Carroll,04.07.2011,258
Ionia McGrath,23.08.2012,375
Lori Olson,12.03.2010,44
Quincy Jones,05.03.2009,2554
Patrick Jones,23.08.2010,7518
Patrick Jones,18.03.2011,374
Patrick Jones,18.03.2011,1557
Patrick Jones,18.03.2011,410
Patrick Jones,18.03.2011,1532
Ionia McGrath,26.12.2010,68
Ionia McGrath,26.12.2010,536
Ionia McGrath,26.12.2010,392
Ionia McGrath,15.06.2012,1992
Nathan Mautz,23.04.2011,373
Patrick Jones,09.09.2010,165
Patrick Jones,09.09.2010,4226
Patrick Jones,09.09.2010,54
Nathan Mautz,06.05.2012,181
Karen Seio,01.04.2009,835
Karen Seio,01.04.2009,772
Quincy Jones,30.06.2011,449
Quincy Jones,30.06.2011,80
Ken Lonsdale,08.11.2010,6688
Lori Olson,07.10.2010,1520
Lori Olson,07.10.2010,688
Ionia McGrath,10.02.2009,474
Patrick Gardner,24.12.2011,28
Karen Seio,14.05.2010,7869
Karen Seio,14.05.2010,912
Quincy Jones,23.08.2009,65
Quincy Jones,23.08.2009,5751
Ionia McGrath,10.12.2010,1991
Ionia McGrath,10.12.2010,10480
Patrick Jones,25.02.2010,384
Nona Balk,26.08.2010,2051
Nathan Mautz,25.08.2010,5
Quincy Jones,22.07.2011,231
Lori Olson,14.07.2012,899
Erin Mull,25.09.2009,3083
Nathan Mautz,19.11.2012,21921
Nona Balk,06.07.2011,10
Nona Balk,06.07.2011,332
John Lee,17.07.2010,427
Erin Mull,16.11.2011,1384
John Lee,17.01.2009,529
Emily Phan,10.04.2009,362
John Lee,05.12.2010,290
John Lee,05.12.2010,1207
Patrick Gardner,30.03.2012,630
Erin Mull,16.09.2009,20175
Patrick Jones,02.11.2009,56
Patrick Jones,02.11.2009,108
Patrick Jones,02.11.2009,3170
Nathan Mautz,17.12.2010,5233
Patrick Jones,12.07.2012,236
Ionia McGrath,28.11.2012,2728
Patrick Jones,10.11.2012,7
Nathan Mautz,01.03.2009,3550
Lori Olson,11.06.2011,43
Patrick Gardner,09.01.2011,11748
Emily Phan,26.11.2012,488
Erin Mull,17.04.2012,200
Erin Mull,17.04.2012,81
Erin Mull,17.04.2012,4158
Karen Seio,16.08.2010,1841
Ionia McGrath,21.11.2009,1645
Erin Mull,25.02.2012,2409
Justin Deggeller,06.06.2010,367
Nathan Mautz,12.08.2012,152
Karen Seio,11.08.2012,2850
Emily Phan,21.03.2009,89061
Emily Phan,21.03.2009,6637
Ionia McGrath,30.09.2009,2861
Nathan Mautz,25.04.2011,221
Emily Phan,21.09.2010,336
Nona Balk,27.11.2010,1391
Nona Balk,27.11.2010,1017
Patrick Jones,17.07.2009,87
Nathan Mautz,20.01.2010,864
Patrick Jones,04.06.2012,623
Erin Mull,23.02.2012,71
Nathan Mautz,29.04.2012,56
Nathan Mautz,29.04.2012,1335
Nathan Mautz,20.02.2010,213
Nathan Mautz,15.08.2010,231
Nathan Mautz,15.08.2010,428
Ionia McGrath,05.12.2011,118
Patrick Jones,03.01.2009,173
Patrick Jones,03.01.2009,698
Erin Mull,29.03.2010,447
Patrick Jones,01.12.2010,1541
Patrick Gardner,22.08.2009,3277
Emily Phan,17.08.2011,127
Nona Balk,29.07.2012,249
Patrick Jones,19.09.2010,846
Karen Seio,19.04.2010,85
Karen Seio,19.04.2010,280
Karen Seio,19.04.2010,99
Patrick Gardner,21.11.2011,102
Ionia McGrath,14.08.2011,20
Patrick Jones,28.10.2009,857
Ionia McGrath,09.07.2009,520
Justin Deggeller,21.10.2011,655
Tony Sayre,28.03.2009,958
Karen Seio,03.08.2010,506
Karen Seio,03.08.2010,8368
Karen Seio,03.08.2010,74
Nathan Mautz,22.01.2009,4585
Nathan Mautz,22.01.2009,4040
Nathan Mautz,22.01.2009,2571
Patrick Jones,26.05.2012,1945
Patrick Jones,26.05.2012,62
Erin Mull,02.02.2010,144
Erin Mull,02.02.2010,127
Tony Sayre,03.08.2011,418
Tony Sayre,04.10.2010,167
Tony Sayre,04.10.2010,555
Tony Sayre,04.10.2010,310
Tony Sayre,04.10.2010,152
Patrick Jones,18.09.2012,76
Patrick Jones,18.09.2012,2949
Patrick Jones,18.09.2012,18
Patrick Jones,06.01.2012,86
Patrick Jones,06.01.2012,4805
Patrick Jones,07.09.2010,147
Patrick Jones,07.09.2010,476
Keith Dawkins,16.04.2009,4158
Joe Elijah,01.08.2011,284
Sheri Gordon,20.10.2012,263
Sheri Gordon,20.10.2012,2531
Stefanie Holloman,09.08.2011,726
Ken Black,23.02.2011,354
Joe Elijah,11.06.2011,646
Lindsay Williams,19.04.2010,127
Logan Currie,19.07.2011,520
Keith Dawkins,27.02.2009,335
Steve Chapman,04.01.2012,172
Steve Chapman,04.01.2012,113
Steve Chapman,04.01.2012,1725
Marc Crier,09.05.2011,1338
Ken Black,30.09.2012,938
Dave Brooks,14.05.2009,227
Deborah Brumfield,02.05.2011,6330
Keith Dawkins,05.02.2011,1567
Keith Dawkins,05.02.2011,616
Keith Dawkins,05.02.2011,439
Marc Crier,25.05.2010,1387
Scot Wooten,05.04.2009,1553
Keith Dawkins,01.09.2009,442
Deborah Brumfield,27.04.2009,10824
Steve Chapman,31.08.2009,42
Nicole Brennan,09.10.2009,95
Nicole Brennan,09.10.2009,744
John Lee,30.04.2010,175
John Lee,30.04.2010,104
John Lee,30.04.2010,2558
Logan Currie,20.08.2010,1379
John Lee,17.07.2010,5611
Marc Crier,07.09.2011,67
Marc Crier,07.09.2011,141
John Lee,05.12.2010,4372
John Lee,05.12.2010,1745
Denise Monton,05.03.2009,480
Deborah Brumfield,15.03.2011,28665
Deborah Brumfield,15.03.2011,636
Keith Dawkins,02.03.2012,423
Keith Dawkins,02.03.2012,1602
Keith Dawkins,27.03.2009,548
Marc Crier,21.10.2010,278
Denise Monton,01.03.2009,667
Denise Monton,01.03.2009,32
Denise Monton,01.03.2009,1409
Keith Dawkins,31.05.2011,1011
Steve Chapman,01.03.2010,181
